wave,spec,std
1265,0.155362467,0.040273614
1266,0.155419617,0.040282262
1267,0.155482176,0.040293142
1268,0.155564536,0.040306543
1269,0.155640784,0.040318464
1270,0.15570824,0.040328296
1271,0.155778578,0.040339115
1272,0.155844528,0.040356385
1273,0.155910549,0.04037292
1274,0.155978427,0.040383635
1275,0.156044058,0.040393648
1276,0.156119701,0.040391372
1277,0.156191229,0.040389542
1278,0.156251013,0.040394734
1279,0.15631011,0.040400673
1280,0.15636263,0.040421369
1281,0.156413336,0.040443022
1282,0.156485695,0.040446305
1283,0.156558443,0.040449605
1284,0.156633517,0.040457954
1285,0.15670909,0.040466152
1286,0.156768822,0.040477501
1287,0.156825685,0.040488769
1288,0.156880892,0.040497461
1289,0.156933093,0.040505473
1290,0.15700156,0.0405183
1291,0.157075902,0.040534029
1292,0.157144434,0.040546865
1293,0.157213386,0.04055796
1294,0.157271839,0.040570748
1295,0.157322742,0.04058551
1296,0.157378655,0.040595989
1297,0.157436594,0.040597483
1298,0.157497961,0.040600042
1299,0.157559394,0.040609807
1300,0.157621857,0.040619399
1301,0.157693802,0.040625092
1302,0.157764475,0.040629912
1303,0.157829903,0.040635071
1304,0.157892502,0.040644229
1305,0.15793242,0.040666512
1306,0.157976437,0.040688699
1307,0.158031842,0.040706581
1308,0.158087724,0.04072466
1309,0.158154152,0.040735125
1310,0.158222702,0.040745663
1311,0.158266824,0.040749767
1312,0.158310488,0.040753959
1313,0.158370935,0.040760089
1314,0.158434718,0.040767367
1315,0.158485515,0.04078314
1316,0.158531425,0.040799863
1317,0.158602145,0.04081839
1318,0.158684062,0.040837757
1319,0.158739981,0.040857801
1320,0.158790229,0.040878979
1321,0.158847712,0.040887439
1322,0.158906249,0.040890419
1323,0.158963487,0.040902272
1324,0.159019411,0.040918818
1325,0.159074754,0.040929955
1326,0.159132136,0.040937123
1327,0.159180836,0.040946651
1328,0.159223022,0.040958329
1329,0.159256774,0.04097195
1330,0.159276666,0.040987987
1331,0.15931624,0.041007667
1332,0.159383855,0.041033268
1333,0.159446192,0.041053441
1334,0.159496614,0.041059104
1335,0.159544868,0.041067608
1336,0.15958865,0.041083086
1337,0.159633807,0.041096998
1338,0.159675231,0.041107015
1339,0.159717839,0.041119053
1340,0.159746149,0.041130097
1450,0.160430896,0.042202798
1451,0.160534729,0.042229855
1452,0.160579066,0.042265082
1453,0.160617271,0.042296404
1454,0.16068053,0.042326159
1455,0.160740243,0.042352735
1456,0.160816194,0.042343004
1457,0.160884379,0.042333982
1458,0.16093892,0.04235756
1459,0.160990332,0.042383079
1460,0.160986171,0.04238097
1461,0.160978477,0.042377457
1462,0.161059701,0.042414897
1463,0.161158799,0.042458338
1464,0.161226681,0.042476854
1465,0.161292407,0.042492129
1466,0.161394988,0.042494564
1467,0.161503935,0.042495502
1468,0.161541231,0.042502016
1469,0.161572937,0.042511798
1470,0.161649633,0.042518451
1471,0.161739184,0.042524216
1472,0.161870211,0.042527284
1473,0.162001101,0.042530009
1474,0.162099436,0.042544071
1475,0.16218054,0.04255937
1476,0.162238124,0.042561587
1477,0.16229107,0.042562556
1478,0.16241166,0.042599468
1479,0.162547687,0.042642671
1480,0.162674203,0.042662255
1481,0.162789814,0.042676352
1482,0.162880896,0.042697235
1483,0.162955745,0.04271876
1484,0.163052616,0.042721589
1485,0.163153555,0.042717263
1486,0.163260439,0.042734031
1487,0.163366874,0.0427584
1488,0.163483572,0.042786169
1489,0.163593583,0.042813589
1490,0.163692328,0.042813655
1491,0.163778975,0.042802906
1492,0.163856281,0.042807572
1493,0.163930105,0.04281891
1494,0.16400555,0.042822095
1495,0.164082365,0.042822012
1496,0.164159664,0.042824256
1497,0.16423407,0.042826128
1498,0.164319917,0.042833897
1499,0.16440765,0.042846304
1500,0.164475075,0.042856804
1501,0.16453314,0.042866062
1502,0.164591459,0.042871584
1503,0.164652029,0.042873246
1504,0.164731651,0.042873904
1505,0.164816445,0.042874331
1506,0.164894726,0.042879994
1507,0.164967615,0.042890154
1508,0.165041369,0.042898962
1509,0.165116869,0.042905607
1510,0.165190647,0.042912369
1511,0.165266081,0.042918907
1512,0.165340339,0.042923792
1513,0.165411129,0.042929065
1514,0.165486306,0.04293558
1515,0.165562393,0.042942925
1516,0.165631271,0.042944666
1517,0.165696086,0.04294145
1518,0.165763519,0.042939467
1519,0.165833829,0.042938698
1520,0.165898512,0.042942629
1521,0.165956839,0.042949399
1522,0.166024362,0.042957506
1523,0.16609586,0.042967127
1524,0.166154397,0.042977171
1525,0.166207395,0.042987161
1526,0.166264745,0.042993739
1527,0.166325765,0.042997829
1528,0.166394099,0.042993635
1529,0.166466237,0.042983592
1530,0.166531921,0.042983857
1531,0.166591218,0.042992222
1532,0.16665265,0.042998431
1533,0.166717285,0.043003455
1534,0.16677813,0.043007815
1535,0.166838442,0.043010375
1536,0.166905846,0.043015243
1537,0.166976025,0.043021864
1538,0.167042711,0.043030224
1539,0.167105552,0.043039665
1540,0.167163624,0.043043488
1541,0.167221189,0.043044583
1542,0.167280354,0.04304684
1543,0.167340661,0.043050643
1544,0.167402519,0.043054562
1545,0.167463902,0.043057262
1546,0.167527424,0.043062156
1547,0.167589431,0.043068305
1548,0.167647745,0.043071773
1549,0.167707583,0.043072504
1550,0.167763986,0.043072488
1551,0.167820859,0.043073885
1552,0.167886455,0.04307271
1553,0.167954352,0.043069691
1554,0.168017157,0.043068692
1555,0.168075331,0.043068929
1556,0.168122284,0.043072448
1557,0.168165454,0.043077443
1558,0.168211044,0.043083845
1559,0.168260403,0.043091436
1560,0.168321998,0.043101096
1561,0.16838665,0.043111262
1562,0.168447562,0.043121671
1563,0.1685072,0.043131394
1564,0.168557936,0.043140175
1565,0.168606135,0.043148537
1566,0.168648192,0.043148484
1567,0.168689735,0.043147438
1568,0.16875436,0.043152415
1569,0.168828321,0.043157367
1570,0.16889555,0.043159633
1571,0.168958152,0.043162477
1572,0.169003712,0.043170131
1573,0.169045984,0.043179082
1574,0.169101232,0.043195418
1575,0.169162721,0.043213529
1576,0.169233295,0.043213197
1577,0.169303958,0.043207895
1578,0.169368371,0.043208453
1579,0.169430415,0.043212048
1580,0.169485602,0.043215515
1581,0.169540024,0.04321705
1582,0.169589999,0.043223754
1583,0.169640511,0.043233513
1584,0.169707516,0.043234695
1585,0.169775168,0.043234277
1586,0.169832519,0.043244154
1587,0.169888545,0.043255406
1588,0.16994172,0.043265284
1589,0.169994194,0.043274132
1590,0.17005442,0.043276827
1591,0.170117905,0.043280216
1592,0.170187645,0.043288907
1593,0.170257283,0.04329649
1594,0.170314803,0.043295771
1595,0.170369634,0.043294908
1596,0.170409205,0.043299238
1597,0.170448079,0.043305147
1598,0.170502503,0.043307182
1599,0.170562333,0.043309059
1600,0.170622137,0.043311555
1601,0.170680255,0.043314612
1602,0.170720175,0.043324934
1603,0.170761742,0.043334543
1604,0.170822809,0.043342228
1605,0.170883491,0.043350095
1606,0.170943426,0.043356738
1607,0.171003935,0.043361392
1608,0.17106143,0.043363822
1609,0.17111963,0.043368382
1610,0.17117413,0.043378233
1611,0.171224964,0.043384782
1612,0.171270799,0.043380417
1613,0.171316439,0.043384489
1614,0.171363765,0.043404383
1615,0.171416612,0.043417067
1616,0.17148128,0.043417508
1617,0.171540948,0.043419744
1618,0.171586973,0.043426434
1619,0.171629683,0.043428556
1620,0.171672097,0.043423679
1621,0.17171045,0.0434258
1622,0.171748902,0.043436869
1623,0.171805987,0.043445604
1624,0.171878674,0.043451274
1625,0.171942408,0.043456027
1626,0.171997659,0.04345857
1627,0.172043499,0.043463075
1628,0.172082353,0.043470864
1629,0.172120984,0.043482401
1630,0.17216035,0.04349511
1631,0.172211429,0.043507469
1632,0.172266117,0.043519338
1633,0.172310971,0.043518649
1634,0.172349074,0.04351383
1635,0.172375381,0.043515159
1636,0.172400019,0.043518688
1637,0.172429875,0.043523389
1638,0.172466083,0.043528384
1639,0.172524532,0.043543039
1640,0.172586636,0.043559133
1641,0.172636086,0.043570238
1642,0.17268272,0.043582387
1643,0.17272072,0.043591345
1644,0.172756349,0.043599343
1645,0.172796682,0.04360171
1646,0.172840039,0.043604036
1647,0.172894411,0.043615928
1648,0.172950709,0.043628341
1649,0.172991171,0.043636892
1650,0.1730274,0.043645283
1651,0.173050096,0.043657137
1652,0.173073776,0.043668868
1653,0.173112231,0.043676225
1654,0.173151718,0.043682624
1655,0.173200091,0.04369021
1656,0.173246278,0.043700005
1657,0.173267098,0.043715045
1658,0.173285419,0.043727727
1659,0.173305461,0.043736763
1660,0.173321169,0.043745569
1661,0.173333019,0.043750676
1662,0.173352626,0.043754371
1663,0.17338238,0.043755204
1664,0.173410736,0.043757142
1665,0.17343102,0.043760902
1666,0.173442395,0.043775209
1667,0.173441983,0.043803338
1668,0.173433024,0.04381637
1669,0.173424854,0.043811656
1670,0.17343583,0.043818613
1671,0.173455401,0.043835988
1672,0.173472444,0.043848284
1673,0.173486676,0.043858451
1674,0.173473143,0.043870862
1675,0.173449136,0.043884778
1676,0.173439457,0.043900534
1677,0.173437444,0.043916912
1678,0.173447836,0.043918052
1679,0.173460847,0.043913957
1680,0.173456089,0.043913029
1681,0.173443239,0.043912942
1682,0.173412083,0.04392947
1683,0.173382669,0.043949908
1684,0.173350408,0.043969148
1685,0.173316739,0.043986998
1686,0.17329615,0.043994226
1687,0.173278081,0.044000821
1688,0.173247004,0.044001095
1689,0.173211193,0.044002383
1690,0.17315247,0.044016992
1691,0.173095342,0.04403333
1692,0.173064605,0.044050428
1693,0.173035004,0.044066119
1694,0.173004101,0.044078945
1695,0.172978622,0.044088208
1696,0.17295695,0.04409229
1697,0.172926004,0.044099361
1698,0.172883855,0.044106643
1699,0.172847133,0.044109357
1700,0.172823735,0.04410856
1701,0.172806054,0.044112239
1702,0.17278949,0.044122362
1703,0.172772603,0.044139663
1704,0.172750287,0.044159238
1705,0.172735395,0.044172852
1706,0.172726347,0.044183428
1707,0.172715856,0.044194866
1708,0.172706622,0.044206514
1709,0.172707819,0.04421712
1710,0.172712049,0.044227854
1711,0.17269866,0.044234848
1712,0.172678859,0.044241576
1713,0.172643123,0.044246267
1714,0.172607314,0.044252964
1715,0.172588309,0.044262301
1716,0.172574249,0.044273507
1717,0.172569966,0.044284587
1718,0.172570103,0.044292615
1719,0.172582386,0.044292747
1720,0.172583758,0.044293977
1721,0.172563114,0.044295861
1722,0.17254226,0.044294532
1723,0.172531613,0.044289366
1724,0.172541093,0.044285019
1725,0.172573289,0.044279645
1726,0.172608676,0.044271445
1727,0.172637681,0.044261529
1728,0.172650406,0.044256015
1729,0.172653276,0.044254346
1730,0.172678639,0.044256605
1731,0.172724218,0.044259589
1732,0.172777032,0.044260743
1733,0.172831855,0.044263001
1734,0.172898865,0.044259902
1735,0.172963865,0.044254012
1736,0.173025782,0.04425693
1737,0.173089333,0.044260054
1738,0.173143357,0.044238697
1739,0.173202384,0.044218559
1740,0.173274464,0.044216138
1741,0.17334719,0.044216871
1742,0.173394785,0.04422444
1743,0.17343419,0.044228551
1744,0.173466983,0.044238341
1745,0.173498207,0.044244251
1746,0.173521424,0.04423524
1747,0.173545001,0.044232103
1748,0.173565282,0.044238386
1749,0.173578233,0.044239879
1750,0.173579413,0.044235541
1751,0.173571016,0.044239051
1752,0.173554335,0.044247464
1753,0.173559788,0.044247847
1754,0.173584617,0.04424472
1755,0.173615933,0.04423349
1756,0.173647753,0.044221652
1757,0.173672719,0.044225563
1758,0.173688273,0.044232932
1759,0.173678702,0.044226558
1760,0.17366946,0.044216349
1761,0.17368941,0.04422927
1762,0.173722749,0.044241634
1763,0.173795704,0.044206947
1764,0.173864146,0.044176227
1765,0.173910775,0.044174753
1766,0.173959109,0.044172351
1767,0.174025332,0.044171551
1768,0.174097859,0.044177288
1769,0.174170401,0.044189993
1770,0.174258313,0.044193195
1771,0.174369333,0.044182537
1772,0.174461028,0.044180564
1773,0.17453159,0.044187343
1774,0.174535717,0.044179477
1775,0.174514743,0.044163407
1776,0.174556881,0.044152907
1777,0.174622049,0.044147385
1778,0.174671703,0.044164236
1779,0.17471577,0.044171746
1780,0.17474974,0.044160689
1781,0.174776836,0.044156706
1782,0.174752462,0.044175458
1783,0.174736831,0.044185246
1784,0.17477876,0.044140394
1785,0.174844468,0.044099727
1786,0.174961939,0.044089506
1787,0.175037287,0.044099904
1788,0.175021518,0.044129504
1789,0.17497808,0.044144994
1970,0.165339694,0.042490767
1971,0.165456091,0.042544395
1972,0.165532588,0.042589044
1973,0.165649524,0.04263618
1974,0.165781657,0.042686587
1975,0.165877483,0.04271311
1976,0.165995917,0.04271857
1977,0.166104939,0.042736667
1978,0.166197921,0.042797512
1979,0.16628689,0.042852191
1980,0.166388532,0.042861126
1981,0.166491447,0.042873222
1982,0.166620402,0.042902421
1983,0.166742923,0.042941748
1984,0.166858065,0.042989626
1985,0.166982925,0.043038735
1986,0.167086348,0.043085351
1987,0.167161561,0.043136387
1988,0.167242795,0.043191313
1989,0.16730648,0.043244644
1990,0.1673612,0.043299034
1991,0.167452787,0.04330927
1992,0.167543152,0.043311741
1993,0.167603096,0.043330668
1994,0.16768486,0.043373537
1995,0.167743274,0.043420746
1996,0.16775813,0.043444263
1997,0.167795324,0.043472503
1998,0.167941834,0.043515894
1999,0.16813561,0.043571684
2000,0.168328458,0.043564728
2001,0.168512325,0.043541328
2002,0.168779543,0.043526947
2003,0.169154202,0.043542032
2004,0.169458456,0.04349316
2005,0.169728569,0.043428192
2006,0.170010323,0.043434741
2007,0.170213581,0.043490104
2008,0.170439702,0.043540031
2009,0.170616915,0.043526263
2010,0.17077854,0.043519454
2011,0.171019037,0.043518496
2012,0.171262161,0.043522497
2013,0.171424821,0.043583785
2014,0.171543182,0.043648288
2015,0.171742209,0.043747592
2016,0.171969131,0.043866256
2017,0.172177619,0.043947623
2018,0.172366774,0.043977323
2019,0.172523152,0.043997886
2020,0.17270039,0.044011367
2021,0.172849849,0.044023776
2022,0.172968714,0.044061622
2023,0.173073017,0.044100722
2024,0.173134343,0.044174953
2025,0.173172587,0.044245287
2026,0.173248265,0.044296238
2027,0.173347863,0.044336866
2028,0.173458265,0.044383384
2029,0.173601583,0.044439105
2030,0.173726072,0.044490962
2031,0.17380987,0.044529603
2032,0.173891629,0.044565896
2033,0.173951137,0.044599171
2034,0.174006748,0.044633946
2035,0.174105442,0.04464774
2036,0.174212382,0.044657409
2037,0.174302722,0.044675285
2038,0.174386911,0.04469864
2039,0.174458616,0.044733627
2040,0.174519808,0.044778493
2041,0.174584082,0.044818286
2042,0.174645582,0.044842018
2043,0.174711452,0.044868165
2044,0.174766195,0.044921106
2045,0.174824538,0.044977811
2046,0.174925243,0.044985759
2047,0.1750431,0.044986875
2048,0.175151863,0.04496804
2049,0.175259368,0.044938981
2050,0.175344841,0.044925772
2051,0.175402315,0.044928344
2052,0.175463133,0.044920156
2053,0.175519616,0.044884003
2054,0.175578827,0.044851582
2055,0.17565885,0.044852601
2056,0.175739359,0.044854418
2057,0.175773121,0.04487429
2058,0.175805162,0.044895317
2059,0.175886516,0.044922552
2060,0.175981727,0.044952578
2061,0.176067596,0.044944739
2062,0.176145346,0.044910839
2063,0.17621569,0.044886382
2064,0.17627595,0.044875333
2065,0.176328665,0.044873
2066,0.176359083,0.0448971
2067,0.176387089,0.044919811
2068,0.176387165,0.044920129
2069,0.176387269,0.044920769
2070,0.176410318,0.044890529
2071,0.176436241,0.044857704
2072,0.176503048,0.044864063
2073,0.17658379,0.044886185
2074,0.176647489,0.044904859
2075,0.176695128,0.044920023
2076,0.176726167,0.044931862
2077,0.176731883,0.044939686
2078,0.176739662,0.044945154
2079,0.176754446,0.044936719
2080,0.176768464,0.044928852
2081,0.17675151,0.044902378
2082,0.17673447,0.044876345
2083,0.176733997,0.044849213
2084,0.176735729,0.044822413
2085,0.176751062,0.044809496
2086,0.176774225,0.044803575
2087,0.176770665,0.044795801
2088,0.176745381,0.044786964
2089,0.176717811,0.04477301
2090,0.176679838,0.044745348
2091,0.176660744,0.044724523
2092,0.176724629,0.0447498
2093,0.176786865,0.044774508
2094,0.176803458,0.044726778
2095,0.176821084,0.044676702
2096,0.176803097,0.044661192
2097,0.176777603,0.044652702
2098,0.176746176,0.044648998
2099,0.176709644,0.044649136
2100,0.176693737,0.044656806
2101,0.176692526,0.044671625
2102,0.176697232,0.044673185
2103,0.176730293,0.044650051
2104,0.176758822,0.044626851
2105,0.176770457,0.044593101
2106,0.176782687,0.044560116
2107,0.176797872,0.044554073
2108,0.176812435,0.044549782
2109,0.176842623,0.044561059
2110,0.176868159,0.04457521
2111,0.17689916,0.04457473
2112,0.176938786,0.044564987
2113,0.176967591,0.044573399
2114,0.177000844,0.044604441
2115,0.177040672,0.044615316
2116,0.177078894,0.044591633
2117,0.177121585,0.04457211
2118,0.177168891,0.044563657
2119,0.177215977,0.044556433
2120,0.177256807,0.044553239
2121,0.177297343,0.044550259
2122,0.177319299,0.044566854
2123,0.177345146,0.044586674
2124,0.177369617,0.044598238
2125,0.177386737,0.044606379
2126,0.177400499,0.04460562
2127,0.177402322,0.044598072
2128,0.177400509,0.044593729
2129,0.177405892,0.044588413
2130,0.177397738,0.044584079
2131,0.177377774,0.044589627
2132,0.177361991,0.044590902
2133,0.177334573,0.044568764
2134,0.177307305,0.044546646
2135,0.177236343,0.044508611
2136,0.177153287,0.044468544
2137,0.177076895,0.044464037
2138,0.177011394,0.044471433
2139,0.176927093,0.044448477
2140,0.176839641,0.044407355
2141,0.176729646,0.044369966
2142,0.17658641,0.044330128
2143,0.17645741,0.044298764
2144,0.176333966,0.044290325
2145,0.176204432,0.044279722
2146,0.176086097,0.044249151
2147,0.175958185,0.044213956
2148,0.175797198,0.044147601
2149,0.175635517,0.044079972
2150,0.175487846,0.044019142
2151,0.175337373,0.04396043
2152,0.175166196,0.043899216
2153,0.174975147,0.043832814
2154,0.174784417,0.043789008
2155,0.174599157,0.043756087
2156,0.17440958,0.043712499
2157,0.174242155,0.043654388
2158,0.174084517,0.043590382
2159,0.173932017,0.043536932
2160,0.173784914,0.043483707
2161,0.1736128,0.043430346
2162,0.173435087,0.043380597
2163,0.17326264,0.043327333
2164,0.173092308,0.043272849
2165,0.172926458,0.043234903
2166,0.172761984,0.043195175
2167,0.172568801,0.043126351
2168,0.172367377,0.04306647
2169,0.172173588,0.043003221
2170,0.171972351,0.042934243
2171,0.171743082,0.042875568
2172,0.171500886,0.042815741
2173,0.1712597,0.042749331
2174,0.17104036,0.042680003
2175,0.170832142,0.042605875
2176,0.170628474,0.042505978
2177,0.170421665,0.04240773
2178,0.170136164,0.042309525
2179,0.169838267,0.042209097
2180,0.169574551,0.042122748
2181,0.169321884,0.042041854
2182,0.169035469,0.04195857
2183,0.168749689,0.041869435
2184,0.168448352,0.041746856
2185,0.168111918,0.041615333
2186,0.167798827,0.041479871
2187,0.167493882,0.041339609
2188,0.167177719,0.04123625
2189,0.166880235,0.041185324
2190,0.16658986,0.041127419
2191,0.166359692,0.041054983
2192,0.166123185,0.040982642
2193,0.165837355,0.040866604
2194,0.165554702,0.040745332
2195,0.16529594,0.040653844
2196,0.165020069,0.040565701
2197,0.164685179,0.040445215
2198,0.164342942,0.040314385
2199,0.163996814,0.040168508
2200,0.163671082,0.040014644
2201,0.163419262,0.039903876
2202,0.163184927,0.039835111
2203,0.163043374,0.039782545
2204,0.162948031,0.039725987
2205,0.162843709,0.039684585
2206,0.162781728,0.039656391
2207,0.16273385,0.039635577
2208,0.162739074,0.039656887
2209,0.162758839,0.039672819
2210,0.162789402,0.039646672
2211,0.162832671,0.039622903
2212,0.162916612,0.039631975
2213,0.163001406,0.039649176
2214,0.163120952,0.039698066
2215,0.163248225,0.039749459
2216,0.163322374,0.039786204
2217,0.163416816,0.039809266
2218,0.163522619,0.039822639
2219,0.163586539,0.03984477
2220,0.16366902,0.03988507
2221,0.163756284,0.039937919
2222,0.163789553,0.039996272
2223,0.163794568,0.040072351
2224,0.163776364,0.040127429
2225,0.163751726,0.040134983
2226,0.163759144,0.040140535
2227,0.163810982,0.040125543
2228,0.163862914,0.040126999
2229,0.163857081,0.04013679
2230,0.163830928,0.040133471
2231,0.163723607,0.04009535
2232,0.163607828,0.040060432
2233,0.163473594,0.040045634
2234,0.163348645,0.040042549
2235,0.163203578,0.040048766
2236,0.163028296,0.040048663
2237,0.162869441,0.040016475
2238,0.162708004,0.039959547
2239,0.16252111,0.039895726
2240,0.16232119,0.039843705
2241,0.162071507,0.039789385
2242,0.161796352,0.039738308
2243,0.161561147,0.03971154
2244,0.161392521,0.039710909
2245,0.16123435,0.039696308
2246,0.161049208,0.039648708
2247,0.160825136,0.039614462
2248,0.160515113,0.039623046
2249,0.160205786,0.039635346
2250,0.159974486,0.039628679
2251,0.15975959,0.03961767
2252,0.15950414,0.039618116
2253,0.159219251,0.039624973
2254,0.158970543,0.039604268
2255,0.158700755,0.039577045
2256,0.158355773,0.039546966
2257,0.158026227,0.039547072
2258,0.157705734,0.039591167
2259,0.157435005,0.039626053
2260,0.157195791,0.039654921
2261,0.156927297,0.039680847
2262,0.156683338,0.039696661
2263,0.156425455,0.03969117
2264,0.156113492,0.039689704
2265,0.155763732,0.03971775
2266,0.155410444,0.03975452
2267,0.155088082,0.039781745
2268,0.154785986,0.039806306
2269,0.154542659,0.039813093
2270,0.154313092,0.039812902
2271,0.154074587,0.039804586
2272,0.153823604,0.039795342
2273,0.153633873,0.03976342
2274,0.153466451,0.039737577
2275,0.15330682,0.039744415
2276,0.153160078,0.039747793
2277,0.152992291,0.039767688
2278,0.152807363,0.039782338
2279,0.152679898,0.039774126
2280,0.152548763,0.03975733
2281,0.152368424,0.039687145
2282,0.152162255,0.039602838
2283,0.151916752,0.039557686
2284,0.15169899,0.039545131
2285,0.15150041,0.039518701
2286,0.15129391,0.039459598
2287,0.15110683,0.039394915
2288,0.150855904,0.039288726
2289,0.15057615,0.03918317
2290,0.150321625,0.039158759
2291,0.1500381,0.039148674
2292,0.149708749,0.039130309
2293,0.149378926,0.039110075
2294,0.149065615,0.039097269
2295,0.148768599,0.039082789
2296,0.148468793,0.039059894
2297,0.148136986,0.039044773
2298,0.147769048,0.039009366
2299,0.14740976,0.038954837
2300,0.146985816,0.038952673
2301,0.14659951,0.038979867
2302,0.146430076,0.038979019
2303,0.146308838,0.038978173
2304,0.146198264,0.038965989
2305,0.146036934,0.038955972
2306,0.145818159,0.038968882
2307,0.145633038,0.038974528
2308,0.145459886,0.038920885
2309,0.145330779,0.038816646
2310,0.145302921,0.03874197
2311,0.145355395,0.038670695
2312,0.145473487,0.038589477
2313,0.145565454,0.03853323
2314,0.1455878,0.038479126
2315,0.145645058,0.038429259
2316,0.14569185,0.038369668
2317,0.145743072,0.038299552
2318,0.145834539,0.038235624
2319,0.145872188,0.038143081
2320,0.145918187,0.038043025
2321,0.145986883,0.037926697
2322,0.146029843,0.037816281
2323,0.146044887,0.037757993
2324,0.146075273,0.037717789
2325,0.146049423,0.037747178
2326,0.146012841,0.037781031
2327,0.145913005,0.037793073
2328,0.145783571,0.037812371
2329,0.14566128,0.037832038
2330,0.145538838,0.03783453
2331,0.145382903,0.037754737
2332,0.145196962,0.037639297
2333,0.145019482,0.03756418
2334,0.14490564,0.037517886
2335,0.144820909,0.037510468
2336,0.144719869,0.037532471
2337,0.144639033,0.03756811
2338,0.144498817,0.037648947
2339,0.144278963,0.037710431
2340,0.144089778,0.037696781
2341,0.1438868,0.037673861
2342,0.143754546,0.037688425
2343,0.143685162,0.037677933
2344,0.143572737,0.037647519
2345,0.143504043,0.037663452
2346,0.143433822,0.037746284
2347,0.143352846,0.037857954
2348,0.143453022,0.037959507
2349,0.143563049,0.038055587
2350,0.143704485,0.038092127
2351,0.143867689,0.038129051
2352,0.144123891,0.038192327
2353,0.144412926,0.038262892
2354,0.144762982,0.038348009
2355,0.145093542,0.038428567
2356,0.145434985,0.038380268
2357,0.14575968,0.038320513
2358,0.145843063,0.038279188
2359,0.1459312,0.038260302
2360,0.146063363,0.038359978
2361,0.146181226,0.038490369
2362,0.146349234,0.038493534
2363,0.146485958,0.038459711
2364,0.146514397,0.03843447
2365,0.146585211,0.038402629
2366,0.146678678,0.038370152
2367,0.146801262,0.038348889
2368,0.146901754,0.038404857
2369,0.146946839,0.038511249
2370,0.146962206,0.0386716
2371,0.146900201,0.038866051
2372,0.146797674,0.03892536
2373,0.146717389,0.038916751
2374,0.146605736,0.038796982
2375,0.146564016,0.038581645
2376,0.14649942,0.038612966
2377,0.146339127,0.038850128
2378,0.146216641,0.038909517
2379,0.146094967,0.038771194
2380,0.145985819,0.03859803
2381,0.145937968,0.038404953
2382,0.145856825,0.038341321
2383,0.145779711,0.038440748
2384,0.145736254,0.03847159
2385,0.145667204,0.038384358
2386,0.145668312,0.038309371
2387,0.14576091,0.038245557
2388,0.145814826,0.038272912
2389,0.145898084,0.038531223
2390,0.145900358,0.038743536
2391,0.145699257,0.038727984
2392,0.145547929,0.038707959
2393,0.145489432,0.038646821
2394,0.145435506,0.038605591
2395,0.14523295,0.038645749
2396,0.144979782,0.038680666
2397,0.144649981,0.038556568
2398,0.144333929,0.038434268
2399,0.144314202,0.038266179
2400,0.144298782,0.038108874
2401,0.144278755,0.038073468
2402,0.144257303,0.038044956
2403,0.144063406,0.037972528
2404,0.143865297,0.037932734
2405,0.143689626,0.038030684
2406,0.143475704,0.038163201
2407,0.143114235,0.038162009
2408,0.142748245,0.03818819
2409,0.142878026,0.038106858
2410,0.143037541,0.038027316
2411,0.143214555,0.037899839
2412,0.143352714,0.037781509
2413,0.142882183,0.037490068
2414,0.14236486,0.037233302
2415,0.14158659,0.037071853
2416,0.140821387,0.036974558
2417,0.140921488,0.037516226
2418,0.141099473,0.038151469
2419,0.141132003,0.037956788
2420,0.141115079,0.037672611
2421,0.141064251,0.037501958
2422,0.141036172,0.037377927
2423,0.140816365,0.03744395
2424,0.140558647,0.037596186
2425,0.14040992,0.037630636
2426,0.140288709,0.037673462
2427,0.140080705,0.037626467
2428,0.139827639,0.037579118
2429,0.139394224,0.037563422
2430,0.138878275,0.037587591
2431,0.13869719,0.037665268
2432,0.13864008,0.037819609
2433,0.13843075,0.037605761
2434,0.138160473,0.037286698
2435,0.138367823,0.037078475
2436,0.138784691,0.036935886
2437,0.138399818,0.037033425
2438,0.137638102,0.037276451
2439,0.136866479,0.037224526
2440,0.136028448,0.037093494
2441,0.135546691,0.037192436
2442,0.135219253,0.03750276
2443,0.134858934,0.037433905
2444,0.134511541,0.037174143
2445,0.134202775,0.037089216
2446,0.133825998,0.037163262
2447,0.133739669,0.037132501
2448,0.133803249,0.037303469
2449,0.133513258,0.03752767